"value","word"
"0.005847953216374269","00"
"0.009746588693957114","01"
"0.015594541910331383","02"
"0.005847953216374269","03"
"0.017543859649122806","04"
"0.011046133853151396","05"
"0.018843404808317088","06"
"0.009096816114359974","07"
"0.009096816114359974","08"
"0.009746588693957114","09"
"0.028589993502274202","10"
"0.02729044834307992","11"
"0.003248862897985705","111"
"0.023391812865497075","12"
"0.01364522417153996","13"
"0.02079272254710851","14"
"0.002599090318388564","144"
"0.009746588693957114","15"
"0.001949317738791423","158"
"0.001949317738791423","159"
"0.009096816114359974","16"
"0.003898635477582846","167"
"0.005198180636777128","17"
"0.001949317738791423","1789"
"0.004548408057179987","18"
"0.003248862897985705","19"
"0.001949317738791423","1965"
"0.001949317738791423","1976"
"0.002599090318388564","1977"
"0.003898635477582846","1981"
"0.001949317738791423","1985"
"0.003898635477582846","1988"
"0.002599090318388564","1989"
"0.002599090318388564","1992"
"0.005847953216374269","1993"
"0.004548408057179987","1994"
"0.001949317738791423","1995"
"0.007147498375568551","1996"
"0.002599090318388564","1997"
"0.010396361273554255","1998"
"0.003248862897985705","1999"
"0.00649772579597141","20"
"0.021442495126705652","2000"
"0.011695906432748537","2001"
"0.009746588693957114","2002"
"0.01364522417153996","2003"
"0.023391812865497075","2004"
"0.023391812865497075","2005"
"0.02664067576348278","2006"
"0.03443794671864847","2007"
"0.02664067576348278","2008"
"0.04808317089018843","2009"
"0.02599090318388564","2010"
"0.03508771929824561","2011"
"0.04158544509421702","2012"
"0.03898635477582846","2013"
"0.06042884990253411","2014"
"0.02014294996751137","2015"
"0.024041585445094216","2016"
"0.002599090318388564","21"
"0.003248862897985705","22"
"0.003248862897985705","23"
"0.001949317738791423","230"
"0.003898635477582846","24"
"0.005847953216374269","25"
"0.001949317738791423","256"
"0.001949317738791423","257"
"0.005198180636777128","27"
"0.002599090318388564","28"
"0.005847953216374269","29"
"0.005198180636777128","30"
"0.001949317738791423","31"
"0.003898635477582846","33"
"0.001949317738791423","344"
"0.003248862897985705","37"
"0.001949317738791423","44"
"0.003898635477582846","47"
"0.002599090318388564","48"
"0.002599090318388564","49"
"0.001949317738791423","51"
"0.001949317738791423","52"
"0.001949317738791423","58"
"0.002599090318388564","62"
"0.001949317738791423","703"
"0.014294996751137101","776"
"0.002599090318388564","82"
"0.003248862897985705","90"
"0.002599090318388564","ab"
"0.002599090318388564","aber"
"0.002599090318388564","ablehnung"
"0.003898635477582846","acad"
"0.002599090318388564","acceleration"
"0.005198180636777128","act"
"0.002599090318388564","action"
"0.003248862897985705","additional"
"0.001949317738791423","adhs"
"0.002599090318388564","adults"
"0.002599090318388564","affect"
"0.002599090318388564","aggressive"
"0.003898635477582846","aktuell"
"0.07017543859649122","al"
"0.001949317738791423","alexander"
"0.001949317738791423","algorithm"
"0.002599090318388564","allan"
"0.003248862897985705","alle"
"0.002599090318388564","allgemeine"
"0.11435997400909681","allgemeiner"
"0.004548408057179987","allgemeines"
"0.01949317738791423","als"
"0.002599090318388564","alte"
"0.004548408057179987","america"
"0.005847953216374269","american"
"0.002599090318388564","anacristina"
"0.004548408057179987","analyse"
"0.004548408057179987","analysis"
"0.002599090318388564","anderson"
"0.002599090318388564","anfang"
"0.002599090318388564","anhang"
"0.002599090318388564","anleitung"
"0.003898635477582846","anna"
"0.002599090318388564","ansätze"
"0.005847953216374269","approach"
"0.002599090318388564","arbeit"
"0.003898635477582846","arbeiten"
"0.005847953216374269","arbeitstechniken"
"0.004548408057179987","art"
"0.004548408057179987","article"
"0.002599090318388564","articoli"
"0.01364522417153996","artikel"
"0.004548408057179987","aspekte"
"0.002599090318388564","attitude"
"0.001949317738791423","atto"
"0.002599090318388564","au"
"0.003248862897985705","auch"
"0.012345679012345678","auf"
"0.003898635477582846","aufsatz"
"0.002599090318388564","augusteischen"
"0.004548408057179987","augustus"
"0.017543859649122806","aus"
"0.002599090318388564","auswertebogen"
"0.003248862897985705","auswertung"
"0.003248862897985705","auszug"
"0.003248862897985705","autorinnen"
"0.002599090318388564","ba"
"0.002599090318388564","bachmann"
"0.004548408057179987","background"
"0.002599090318388564","ball"
"0.002599090318388564","barth"
"0.002599090318388564","basisliteratur"
"0.002599090318388564","bd"
"0.004548408057179987","becker"
"0.002599090318388564","bedeutung"
"0.003248862897985705","beginn"
"0.003898635477582846","begrabene"
"0.002599090318388564","behavioral"
"0.003898635477582846","bei"
"0.004548408057179987","beispiel"
"0.002599090318388564","berblick"
"0.002599090318388564","bericht"
"0.005198180636777128","berlin"
"0.002599090318388564","berliner"
"0.002599090318388564","bersetzung"
"0.003898635477582846","bersicht"
"0.002599090318388564","bescheinigung"
"0.003898635477582846","bgh"
"0.001949317738791423","bibliotheksgeschichte"
"0.001949317738791423","bid"
"0.007797270955165692","bildung"
"0.001949317738791423","bildungsarmut"
"0.002599090318388564","bildungsstandards"
"0.003898635477582846","biographie"
"0.003898635477582846","bis"
"0.003898635477582846","bitte"
"0.002599090318388564","blues"
"0.002599090318388564","bourdieu"
"0.003898635477582846","brandes"
"0.002599090318388564","brasil"
"0.00649772579597141","brasilien"
"0.004548408057179987","brazil"
"0.002599090318388564","bredel"
"0.003898635477582846","bsp"
"0.002599090318388564","bung"
"0.003248862897985705","byrne"
"0.003248862897985705","capacity"
"0.002599090318388564","carl"
"0.005847953216374269","casa"
"0.005198180636777128","case"
"0.003248862897985705","cell"
"0.001949317738791423","ch"
"0.007147498375568551","change"
"0.002599090318388564","changing"
"0.011695906432748537","chapter"
"0.002599090318388564","chapters"
"0.003248862897985705","chicago"
"0.002599090318388564","children"
"0.003248862897985705","china"
"0.002599090318388564","christian"
"0.003248862897985705","city"
"0.001949317738791423","clase"
"0.003898635477582846","class"
"0.00649772579597141","cognitive"
"0.002599090318388564","colombetti"
"0.002599090318388564","colombia"
"0.002599090318388564","comparative"
"0.001949317738791423","complex"
"0.004548408057179987","compressed"
"0.001949317738791423","comunitario"
"0.001949317738791423","concept"
"0.004548408057179987","conflict"
"0.001949317738791423","consequences"
"0.001949317738791423","contra"
"0.003248862897985705","control"
"0.001949317738791423","costa"
"0.003898635477582846","costard"
"0.001949317738791423","craft"
"0.002599090318388564","criminal"
"0.003248862897985705","critical"
"0.002599090318388564","criticism"
"0.001949317738791423","crucial"
"0.003898635477582846","cult"
"0.003898635477582846","cultural"
"0.002599090318388564","cup"
"0.003898635477582846","current"
"0.001949317738791423","curricula"
"0.002599090318388564","czada"
"0.004548408057179987","da"
"0.001949317738791423","darmstadt"
"0.022092267706302793","das"
"0.002599090318388564","dass"
"0.001949317738791423","data"
"0.11630929174788823","dateiordner"
"0.001949317738791423","dcfr"
"0.04548408057179987","de"
"0.003248862897985705","debate"
"0.001949317738791423","debatte"
"0.005847953216374269","deberes"
"0.003248862897985705","deci"
"0.001949317738791423","decision"
"0.00649772579597141","del"
"0.001949317738791423","delabar"
"0.007147498375568551","dem"
"0.003248862897985705","demenz"
"0.002599090318388564","democracy"
"0.001949317738791423","democratization"
"0.001949317738791423","demokratie"
"0.010396361273554255","den"
"0.01364522417153996","depression"
"0.1410006497725796","der"
"0.04548408057179987","des"
"0.001949317738791423","desarrollo"
"0.005847953216374269","deutsch"
"0.001949317738791423","deutsche"
"0.00649772579597141","deutschen"
"0.009096816114359974","deutschland"
"0.007797270955165692","development"
"0.003248862897985705","diagnostik"
"0.003898635477582846","didaktik"
"0.10006497725795971","die"
"0.004548408057179987","dieser"
"0.001949317738791423","different"
"0.002599090318388564","diffusion"
"0.001949317738791423","digital"
"0.002599090318388564","dilemmas"
"0.005198180636777128","dips"
"0.002599090318388564","dirk"
"0.001949317738791423","discourse"
"0.002599090318388564","dissoziale"
"0.001949317738791423","distance"
"0.002599090318388564","dobie"
"0.009746588693957114","document"
"0.002599090318388564","dokumentation"
"0.003898635477582846","dokumente"
"0.001949317738791423","domani"
"0.002599090318388564","dossier"
"0.001949317738791423","douglass"
"0.002599090318388564","drama"
"0.001949317738791423","druck"
"0.003898635477582846","dsm"
"0.001949317738791423","dtn"
"0.001949317738791423","duras"
"0.007797270955165692","durch"
"0.005198180636777128","döpfner"
"0.002599090318388564","döpfneretal"
"0.001949317738791423","econ"
"0.005847953216374269","economic"
"0.001949317738791423","edgar"
"0.005847953216374269","effects"
"0.004548408057179987","effekte"
"0.001949317738791423","efficiency"
"0.003898635477582846","ehemann"
"0.016894087069525665","ein"
"0.01364522417153996","eine"
"0.001949317738791423","einem"
"0.001949317738791423","einen"
"0.004548408057179987","einer"
"0.003248862897985705","eines"
"0.018843404808317088","einführung"
"0.003898635477582846","einleitung"
"0.012345679012345678","ejercicios"
"0.007147498375568551","el"
"0.003248862897985705","emotion"
"0.003898635477582846","emotional"
"0.00649772579597141","emotions"
"0.001949317738791423","empirical"
"0.01364522417153996","en"
"0.002599090318388564","encounters"
"0.011695906432748537","encyclopedia"
