"value","word"
"0.004004004004004004","01"
"0.009009009009009009","02"
"0.006006006006006006","04"
"0.004004004004004004","05"
"0.009009009009009009","06"
"0.004004004004004004","07"
"0.004004004004004004","08"
"0.004004004004004004","09"
"0.014014014014014014","10"
"0.011011011011011011","11"
"0.002002002002002002","111"
"0.007007007007007007","12"
"0.009009009009009009","13"
"0.013013013013013013","14"
"0.006006006006006006","15"
"0.002002002002002002","158"
"0.004004004004004004","16"
"0.003003003003003003","167"
"0.002002002002002002","18"
"0.003003003003003003","1981"
"0.002002002002002002","1988"
"0.002002002002002002","1990"
"0.002002002002002002","1992"
"0.004004004004004004","1993"
"0.003003003003003003","1994"
"0.002002002002002002","1995"
"0.005005005005005005","1996"
"0.002002002002002002","1997"
"0.006006006006006006","1998"
"0.002002002002002002","1999"
"0.005005005005005005","20"
"0.015015015015015015","2000"
"0.009009009009009009","2001"
"0.007007007007007007","2002"
"0.01001001001001001","2003"
"0.016016016016016016","2004"
"0.01701701701701702","2005"
"0.01901901901901902","2006"
"0.024024024024024024","2007"
"0.01901901901901902","2008"
"0.036036036036036036","2009"
"0.018018018018018018","2010"
"0.028028028028028028","2011"
"0.031031031031031032","2012"
"0.02702702702702703","2013"
"0.03903903903903904","2014"
"0.013013013013013013","2015"
"0.009009009009009009","2016"
"0.002002002002002002","24"
"0.002002002002002002","25"
"0.002002002002002002","27"
"0.002002002002002002","29"
"0.002002002002002002","30"
"0.002002002002002002","33"
"0.002002002002002002","47"
"0.002002002002002002","48"
"0.002002002002002002","49"
"0.002002002002002002","62"
"0.014014014014014014","776"
"0.002002002002002002","82"
"0.002002002002002002","90"
"0.002002002002002002","ab"
"0.003003003003003003","acad"
"0.002002002002002002","act"
"0.002002002002002002","action"
"0.002002002002002002","adults"
"0.002002002002002002","aggressive"
"0.003003003003003003","aktuell"
"0.04704704704704705","al"
"0.007007007007007007","als"
"0.003003003003003003","america"
"0.002002002002002002","american"
"0.003003003003003003","analyse"
"0.002002002002002002","analysis"
"0.002002002002002002","anfang"
"0.002002002002002002","anhang"
"0.002002002002002002","anleitung"
"0.002002002002002002","approach"
"0.002002002002002002","arbeit"
"0.005005005005005005","arbeitstechniken"
"0.003003003003003003","art"
"0.002002002002002002","articoli"
"0.004004004004004004","artikel"
"0.002002002002002002","auf"
"0.003003003003003003","aufsatz"
"0.003003003003003003","augustus"
"0.006006006006006006","aus"
"0.002002002002002002","auswertebogen"
"0.002002002002002002","auswertung"
"0.002002002002002002","ba"
"0.002002002002002002","bachmann"
"0.002002002002002002","background"
"0.002002002002002002","ball"
"0.002002002002002002","barth"
"0.002002002002002002","based"
"0.003003003003003003","becker"
"0.002002002002002002","bedeutung"
"0.002002002002002002","beginn"
"0.002002002002002002","begrabene"
"0.002002002002002002","behavioral"
"0.002002002002002002","bei"
"0.004004004004004004","beispiel"
"0.002002002002002002","bericht"
"0.002002002002002002","berliner"
"0.002002002002002002","bersicht"
"0.002002002002002002","bescheinigung"
"0.003003003003003003","bgh"
"0.006006006006006006","bildung"
"0.002002002002002002","biographie"
"0.002002002002002002","borges"
"0.003003003003003003","brandes"
"0.002002002002002002","brasil"
"0.002002002002002002","brasilien"
"0.003003003003003003","brazil"
"0.002002002002002002","bredel"
"0.002002002002002002","britain"
"0.002002002002002002","bsp"
"0.002002002002002002","byrne"
"0.002002002002002002","cap"
"0.002002002002002002","capitalism"
"0.002002002002002002","carl"
"0.003003003003003003","casa"
"0.003003003003003003","case"
"0.002002002002002002","cell"
"0.005005005005005005","change"
"0.002002002002002002","changing"
"0.007007007007007007","chapter"
"0.002002002002002002","children"
"0.002002002002002002","china"
"0.004004004004004004","cognitive"
"0.002002002002002002","colombetti"
"0.002002002002002002","comparative"
"0.004004004004004004","compressed"
"0.003003003003003003","conflict"
"0.002002002002002002","control"
"0.003003003003003003","costard"
"0.002002002002002002","criminal"
"0.002002002002002002","critical"
"0.002002002002002002","criticism"
"0.006006006006006006","cult"
"0.002002002002002002","cup"
"0.003003003003003003","current"
"0.002002002002002002","czada"
"0.003003003003003003","da"
"0.005005005005005005","das"
"0.02002002002002002","de"
"0.002002002002002002","debate"
"0.003003003003003003","deberes"
"0.002002002002002002","deci"
"0.002002002002002002","deffner"
"0.003003003003003003","del"
"0.002002002002002002","dem"
"0.002002002002002002","democracy"
"0.002002002002002002","den"
"0.006006006006006006","depression"
"0.05105105105105105","der"
"0.018018018018018018","des"
"0.002002002002002002","deutsch"
"0.002002002002002002","deutschen"
"0.002002002002002002","deutschland"
"0.005005005005005005","development"
"0.003003003003003003","didaktik"
"0.03203203203203203","die"
"0.002002002002002002","diffusion"
"0.002002002002002002","digital"
"0.002002002002002002","dilemmas"
"0.002002002002002002","dissoziale"
"0.002002002002002002","dobie"
"0.002002002002002002","dokumentation"
"0.002002002002002002","dossier"
"0.002002002002002002","drama"
"0.003003003003003003","dsm"
"0.004004004004004004","döpfner"
"0.002002002002002002","döpfneretal"
"0.005005005005005005","economic"
