"value","word"
"0.005844155844155844","00"
"0.00974025974025974","01"
"0.015584415584415584","02"
"0.005844155844155844","03"
"0.01753246753246753","04"
"0.01103896103896104","05"
"0.01883116883116883","06"
"0.00909090909090909","07"
"0.00909090909090909","08"
"0.00974025974025974","09"
"0.03116883116883117","10"
"0.032467532467532464","11"
"0.003896103896103896","111"
"0.024025974025974027","12"
"0.0025974025974025974","121"
"0.013636363636363636","13"
"0.02207792207792208","14"
"0.0025974025974025974","144"
"0.01038961038961039","15"
"0.00909090909090909","16"
"0.005194805194805195","167"
"0.006493506493506494","17"
"0.0025974025974025974","1784"
"0.003246753246753247","1789"
"0.007792207792207792","18"
"0.004545454545454545","19"
"0.0025974025974025974","1977"
"0.003896103896103896","1981"
"0.003896103896103896","1988"
"0.003246753246753247","1989"
"0.0025974025974025974","1992"
"0.005844155844155844","1993"
"0.004545454545454545","1994"
"0.0025974025974025974","1995"
"0.007142857142857143","1996"
"0.0025974025974025974","1997"
"0.01103896103896104","1998"
"0.003246753246753247","1999"
"0.006493506493506494","20"
"0.02207792207792208","2000"
"0.012337662337662338","2001"
"0.00974025974025974","2002"
"0.015584415584415584","2003"
"0.024675324675324677","2004"
"0.024675324675324677","2005"
"0.02792207792207792","2006"
"0.03571428571428571","2007"
"0.02727272727272727","2008"
"0.048701298701298704","2009"
"0.025974025974025976","2010"
"0.03571428571428571","2011"
"0.04415584415584416","2012"
"0.03896103896103896","2013"
"0.06298701298701298","2014"
"0.02207792207792208","2015"
"0.025324675324675326","2016"
"0.003246753246753247","21"
"0.004545454545454545","22"
"0.004545454545454545","23"
"0.003896103896103896","24"
"0.007142857142857143","25"
"0.0025974025974025974","257"
"0.005194805194805195","27"
"0.0025974025974025974","28"
"0.005844155844155844","29"
"0.005194805194805195","30"
"0.003896103896103896","33"
"0.003246753246753247","37"
"0.003896103896103896","47"
"0.0025974025974025974","48"
"0.0025974025974025974","49"
"0.0025974025974025974","62"
"0.0025974025974025974","703"
"0.014285714285714285","776"
"0.003246753246753247","90"
"0.015584415584415584","9679"
"0.003246753246753247","ab"
"0.005844155844155844","aber"
"0.11558441558441558","ablage"
"0.0025974025974025974","ablehnung"
"0.0025974025974025974","abschnitt"
"0.003896103896103896","acad"
"0.0025974025974025974","acceleration"
"0.005844155844155844","act"
"0.0025974025974025974","action"
"0.003246753246753247","additional"
"0.0025974025974025974","adults"
"0.0025974025974025974","affect"
"0.0025974025974025974","affeld"
"0.0025974025974025974","aggressive"
"0.004545454545454545","aktionstag"
"0.003896103896103896","aktuell"
"0.07077922077922078","al"
"0.0025974025974025974","allan"
