c26eb949d5bd40ded6a0711ef9af3426,0,0,8
ec19744b68ebb0bddac74de57d08b786,0,0,6
decea33878cc583c222424da0e77635f,0,0,8
6456401386c6028327d6d14f355fb9ee,0,0,8
7047ca1898706bf8f7e154b1172c3471,0,0,6
b835d7d77e1171df4386079ef88ceac7,0,0,8
d90f65b0ddc0f84d7a6861f6924165e6,0,0,6
e2b6171e1ed72fcbc045bd944c4cdc82,0,0,8
6b5954dee8f1c946bf7876387793bf9b,0,0,11
94bd26eef6e122e2366ebe7dca917f83,0,0,7
6b155ea5e8dd0b134a2fa474eacc11e9,0,0,10
839920c38cd5d3d6862e05ba0fba0302,1,1,4
eef111c5158dab16e1672a2744e1ca8d,1,1,1
2a62eea74fec0f3cb18e1055261cb01a,0,0,11
e9fedc80f328412d03d9c00e3b1d3402,0,0,7
ef2dcd21ae1a077d4cb2cfe67678a6e3,0,0,6
d36ebc7546a7623c548b9e2f0220f9bf,1,1,3
be622e8be3efce5cde8c0cbaeaa26d92,1,1,4
7dba967027ff9c50e80ac93df0ba864f,0,0,8
8df3f8fc7b4c6aa07a0529f441120660,0,0,7
c588702f67e0e1219cdc68c255b455ea,0,0,7
feadf221c6094063ddd664f0993e9ee5,0,0,8
5ed0dff404c6a4b057196115d46315b1,1,1,4
8071cf930269955cfa07f4c06c07c259,0,0,8
56acb6af095adbbabac48b3cc2d01a33,0,0,8
0032724aa4c46cac7fdd3e0d4ceff63d,0,0,8
35754dd85eb3e3cba4ebb63fa5a4dbe2,0,0,8
6c06bccd991451dd11063519d9c8abca,0,0,6
d07b8005f9ffa94c7d2e282dea078d50,0,0,8
9749037090fe86efed9e7c09d7d9520f,0,0,8
b60981075e0074ed76b7c769477693c6,0,0,8
eedec515b7c9ddbbe7d451c46e9f505c,1,1,1
9fca5e8d73098cb0bbd103ae77b16030,0,0,6
3fa4463739c8eb2a829e52b1c3b73d49,0,0,12
ce3b3bf7baa5fc8f62394e1beef15238,1,1,1
a2eed816189b17c930219c6d4903ec32,0,0,8
09968f1d9a003e4451f1089796ba8fa2,0,0,6
e53bf19d9bc3867d578b9deb3abd9d9e,0,0,8
795b502d41d80905cb79a820d357c41e,0,0,8
e261e706c24d81a9dfec8a15fcb4ec87,1,1,3
43ea5853aeda2b1394099801b0780838,0,0,6
75a410dac92da0b9a3efb28cf926e54a,0,0,8
