c1f54843baba6c9b350f71499d14be4b,0,0,8
6fe583af5b56d1a79c01a4ab629b6fb3,0,0,6
d7919950546282462f1787b8053ed566,0,0,8
5c096b2f4e661220a8ad3bea16082d8c,1,1,1
2bdc4d53174c10533f5e8210c1ca78f9,0,0,8
3ac82aeb4247082a304f23282102f5ac,0,0,8
fae4d6ff89fa6aee876d05bbcc02e859,1,1,1
99b965bbedc4d35df58f3a3286875120,0,0,8
4eaaacffb64cf47c5bc29670e496e936,0,0,5
3b95ede67add164bef71914a173ccedb,0,0,6
4c70f558ee45a789beee4923815b6a37,1,1,4
8e945d3dc52a060631e9123b93b270fc,0,0,8
73197946354da526a4f08756a9703ddd,0,0,8
0ee30e767ec5bcdb6d939cd6c0d9bed8,0,0,6
d92e899b0907c935e51da346441fe03f,1,1,4
8249539d8fbfeb5cd7008b7b2ab235e0,1,1,1
7b4541ee8bd0084678322602ee057ddd,0,0,8
d2328e8fbe077784d4674a2dae280ec2,0,0,8
353618076a78e6d84e3b16607693cade,1,1,4
64ef00f663faaa592ddd5f6f2044eace,1,1,1
7ebe36339e0bd9fb99d1001f8a2d48d7,1,1,3
c0e00035dc603ec9ae8a90a2ac2283b2,1,1,3
6eeafd3437baff9bc0d193c1b21cb88e,1,1,3
2b4f4e109eacaf8fdbb7833d9258e0e4,1,1,1
059ba8aa30a94707f1eaeba87d481fa6,0,0,8
63264fe60bb08d0907ddccc6f1fcac25,0,0,8
68ad6882f7cd47437e58108e716cbcad,0,0,7
41f18feced9305d0331fe8c8b53b6d11,1,1,2
d4ac9ac1a5a8120c2a383cdb19e1aec8,0,0,8
ce6364f9b3a8705714ac30341b711083,0,0,8
0c1f383fefa3052044704bb39d165bbd,1,1,1
99bfc9ec00e854aa9bc18a5c19782c1c,0,0,6
0db60ece6ac533fcc3f64754357666ec,0,0,8
e21a2f5b0bd18d7d1936ee14af722560,1,1,1
11d5faff7426af3c6461037068af4990,0,0,8
8e8b77c9b80b9b47a04204ef736fb8f7,0,0,6
df59eaa1565f4b3d980c15a00ade3bdc,0,1,1
73faf19f41f0ded8bf5d99602d84305b,0,0,8
89fef6c8d0ee5eff456d99b999abd876,0,0,8
eadf729092cb16cdae7b6ebc3f4ccf53,1,1,4
ba281648e5e7a8b24f4d579d88a0377e,1,1,5
ac60d86847a47ce11ae2d8fe856dea6d,0,0,8
9632f83bfdf81c530761e51c1b306b96,1,1,3
7ace21924f0f809c2bb76368c7a2673e,0,0,8
4f4e716dbd7621897967280c426f7c2f,0,0,8
8028e2a7e0f338fd72e1cb3adc1391bd,0,0,8
41f98561ab2047a6ae18099bbd4bf98b,0,0,6
35a7e2a1ea9173f10663bdc2ec9b0f2d,0,0,8
59a5bb43d51865b1d07eb05e6808fa0b,0,0,6
aaa3fb994e87b24f712ef61ffadc413d,0,0,11
8206deccaa88ae2939cdf656d9ba2c98,1,1,4
9bd49e729a348a83fd65b280035930d1,0,0,8
c26159f3a12dd16923ac7241670ea0c0,0,0,8
b02daa23b55e12979b8b0b6a0f5e2a61,0,0,8
fc919cb12073827d26bd585c662bac54,0,0,10
3f59014b73bc22c6e3a02699ee7420ed,1,1,5
dda0671a6f273b77d5b2008b9de80c3c,0,0,8
298d48b070950c6c6a79ec667d2b874a,0,0,8
e501dfd1e86054063ab8661f65acfc4b,0,0,8
21747e321afa07b54ab3f9aea99c5f12,0,0,8
861fe32a418737baf9948367f0f980e0,1,1,1
751ba83aed3a4d3ab85d8ecc225966d4,1,1,2
4a02e9de4442594b86650f40a57053b1,1,1,1
6b5cb26281ad95dd3b5e7af21685a70b,1,1,1
8b354593c339d94b97ab969594c87038,0,0,6
8e02d3ecbb6fef794d03a4761ec303d0,1,1,2
b70b5e44a2b2cb750092b63165c2a585,1,1,2
7a908c8e3a0a4751813cba9aa48afb30,0,0,8
0fc656f88321f179a70753a3e0f07c29,0,0,8
1b06d3a26375b06e7b79afb68f80b7da,1,1,4
11b9d5c78fe18e63d7a8a825ca03f66f,1,1,4
bcc6010cd5a573c599f1199fe6012314,1,1,4
8b3bbc0103ab0819c5a59161c8e2d9d4,0,0,7
9e5a32e601a9884c84284ceb6b0ebfcf,1,1,1
666218ff63b6a3d526640e93528bb702,0,0,8
4f7e3068d059903cd049c529ebf355e5,0,0,8
fa6e3881041db7c7c1bd0afb5591f088,0,0,6
a343afe3311576ab6c4460034eda1e58,1,0,5
7248aaa6ea456ba1282fd02eb49dd1a8,0,0,8
1a2fd37e8aa9bd098d4186ca0793f9b9,0,0,8
cdbd15689309762a1e714b5730394a69,0,0,8
999b7c566fe80044c56fce2d18ca9873,0,0,8
2b9d6effdced92c458941cd789c8bb5c,0,0,8
f6d2282e1aa5ff337ec129a553535e67,1,1,4
4bad7a5b9b10617c495ed26d94d1be37,0,0,10
c2c0e7dc265d23336445302de5b2c153,0,0,8
2ba2036116c059a6218460fa78586472,0,0,12
032880876319a4bdcfa49e487ca3bc48,1,1,2
1c2c1e3c6ffca3700eab79f5933e1054,1,1,1
