88170962439e93fd2b5bbca85ef25269,0,0,6
3c16342b2169cc662f7f3c4b0e9289a1,0,1,2
5a6c450590a545ddc90de333ea4ad5f9,1,1,3
dc9c334f4058766d1784157b22a4cd3d,0,0,6
28ae92ef513e88f36f388bb3518bc97b,0,0,8
2fd93f74993fcca8a865219acc8b9fb3,0,0,9
5f63b85b2e7e94ff53d4ecdbb09ba03d,0,0,7
97df335dabdfd689f219f6e99dbbbc92,0,0,6
0507ea9d9160112796bb979cf5d4cc93,1,0,3
db32082ddc8927da499f37503a8eaf09,0,0,8
cb13d0e4d7f9610a25d29eca076e9604,0,0,8
b840e62c28ea5dfc294363804006042e,0,0,7
7bc5511519c704eee38ad83bb4f5bbbb,0,0,8
54431089cc0d0387504a03c723efb6a8,1,1,1
e0ad7ef75756ca2ca2471c4ddd8a85fa,0,0,8
e7f6c89819857adc5bf696a74938c124,0,0,8
59bcc322bc235d06aab44b7b2ebf8c64,1,1,2
dc4513d978798748e2b4ce5db99e0355,0,0,7
03da6b1bf0003457271d04c5aa3086d7,0,0,6
d4942b1ea9476ea0d006e1866a939b66,0,0,6
45de456ac0a9fc69044a71199c3efed0,0,0,8
9185fc4a6af65b66e08e1d035e16686f,0,0,10
d521d4ef863badf1157d1b843081ba28,0,0,8
ce0bfb23a2be220e2e276ebad0f02b0c,1,0,13
87245bf63324cf33d4aef86b13c7b0eb,1,1,4
419fbd08f99741711622d304dbdd2ea5,1,1,2
802d846773e149a2758d5372ffc2edaf,0,0,6
043b96f9a78ba21cb39303f861be5f4e,0,0,7
a7a819a6f7c08fa65fcca09b40755914,0,0,8
b21fad8f25a1f790a89df0b9582526fc,0,0,8
5fa742ba383d156db2a6a6fb75eb9450,0,0,8
5f5d243e992bedb66e9983910db323b8,0,0,8
a7f54c58f810e2ea9f95ec28aad08f8b,1,1,3
ae17117bae936240739d1e26845c8457,0,0,10
18111af931025656bdf4581bd27b268e,1,1,5
8547937096f8e8619534cb19bf11bcac,0,0,8
869cb02c0588b867e2aa3391cf939657,0,0,10
8b5d679b3ad0d2a3bf85a22c4c3fd47c,1,1,4
394ce5b456e8ca906fecb98e894a0eb8,0,0,8
143b5d2231f9b92894b35f0d42d9143e,0,0,8
c95a11ce225645c68aa37d87a6129fda,0,0,8
22448997c386b7dec7738f41a836cde6,0,0,7
c7877c2200b9fafa28f3304612556093,1,1,1
47914b8bf1a2d7f4ca5b727e2c32d2a0,0,0,6
fc997678c19f27e868d8e355775df650,0,0,6
957d5c13e2ec2fb6bdae974baaee8b73,0,0,6
7a7397fb3f4ef90d346a6d0935d71e74,0,0,8
81c7f438a9ba6f0fe0565144ddf6a9e8,1,1,4
e8d301646786aeab38199e8604c9af91,0,0,7
28f123cc51de63221c4c06309e8b95e6,0,0,8
8363905db1e8f23d6d2d40bac8089de8,0,0,8
503fb3c19202336ce678f2d40118c1d6,0,0,7
f98355c1f645f560a49904e8a163fdac,1,0,7
e39511e3ed62bbad8be49bbd2932a649,0,0,8
2ac7c4709cfb873e31d307e2ac2f35ef,0,0,8
8bbb234f4e25499157d76d1866721049,0,0,7
5dce0ae144568601ff03a3b1b059f481,0,0,6
e8541b05e4bbbf2beb8007f761906ce9,0,0,8
